title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	characteristics_ch1.4	characteristics_ch1.5	characteristics_ch1.6	characteristics_ch1.7	characteristics_ch1.8	molecule_ch1	extract_protocol_ch1	extract_protocol_ch1.1	taxid_ch1	description	description.1	data_processing	data_processing.1	data_processing.2	data_processing.3	data_processing.4	platform_id	contact_name	contact_email	contact_phone	contact_laboratory	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip.postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation	relation.1	supplementary_file_1	cell.type.ch1	diagnosis.ch1	neoplastic.ch1	patient.id.ch1	plate.id.ch1	selection.ch1	tissue.ch1	tsne.cluster.ch1	well.ch1
GBM cell 573	GSM2244017	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000179	well: C11	tissue: Periphery	patient id: BT_S2	tsne cluster: 7	cell type: Immune cell	neoplastic: Regular	selection: Microglia(CD45)	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Periphery	1001000179.C11	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05422505	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1964213	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2244nnn/GSM2244017/suppl/GSM2244017_1001000179.C11.csv.gz	Immune cell	glioblastoma	Regular	BT_S2	1001000179	Microglia(CD45)	Periphery	7	C11
GBM cell 574	GSM2244018	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000179	well: H2	tissue: Periphery	patient id: BT_S2	tsne cluster: 7	cell type: Immune cell	neoplastic: Regular	selection: Microglia(CD45)	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Periphery	1001000179.H2	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05422506	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1964214	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2244nnn/GSM2244018/suppl/GSM2244018_1001000179.H2.csv.gz	Immune cell	glioblastoma	Regular	BT_S2	1001000179	Microglia(CD45)	Periphery	7	H2
GBM cell 575	GSM2244019	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000179	well: F3	tissue: Periphery	patient id: BT_S2	tsne cluster: 7	cell type: Immune cell	neoplastic: Regular	selection: Microglia(CD45)	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Periphery	1001000179.F3	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05422507	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1964215	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2244nnn/GSM2244019/suppl/GSM2244019_1001000179.F3.csv.gz	Immune cell	glioblastoma	Regular	BT_S2	1001000179	Microglia(CD45)	Periphery	7	F3
GBM cell 576	GSM2244020	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000179	well: F7	tissue: Periphery	patient id: BT_S2	tsne cluster: 7	cell type: Immune cell	neoplastic: Regular	selection: Microglia(CD45)	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Periphery	1001000179.F7	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05422508	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1964216	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2244nnn/GSM2244020/suppl/GSM2244020_1001000179.F7.csv.gz	Immune cell	glioblastoma	Regular	BT_S2	1001000179	Microglia(CD45)	Periphery	7	F7
GBM cell 577	GSM2244021	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000179	well: G12	tissue: Periphery	patient id: BT_S2	tsne cluster: 7	cell type: Immune cell	neoplastic: Regular	selection: Microglia(CD45)	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Periphery	1001000179.G12	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05422509	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1964217	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2244nnn/GSM2244021/suppl/GSM2244021_1001000179.G12.csv.gz	Immune cell	glioblastoma	Regular	BT_S2	1001000179	Microglia(CD45)	Periphery	7	G12
GBM cell 578	GSM2244022	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000179	well: D2	tissue: Periphery	patient id: BT_S2	tsne cluster: 7	cell type: Immune cell	neoplastic: Regular	selection: Microglia(CD45)	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Periphery	1001000179.D2	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05422510	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1964218	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2244nnn/GSM2244022/suppl/GSM2244022_1001000179.D2.csv.gz	Immune cell	glioblastoma	Regular	BT_S2	1001000179	Microglia(CD45)	Periphery	7	D2
GBM cell 579	GSM2244023	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000179	well: E8	tissue: Periphery	patient id: BT_S2	tsne cluster: 7	cell type: Immune cell	neoplastic: Regular	selection: Microglia(CD45)	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Periphery	1001000179.E8	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05422511	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1964219	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2244nnn/GSM2244023/suppl/GSM2244023_1001000179.E8.csv.gz	Immune cell	glioblastoma	Regular	BT_S2	1001000179	Microglia(CD45)	Periphery	7	E8
GBM cell 580	GSM2244024	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000179	well: A6	tissue: Periphery	patient id: BT_S2	tsne cluster: 7	cell type: Immune cell	neoplastic: Regular	selection: Microglia(CD45)	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Periphery	1001000179.A6	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05422512	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1964220	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2244nnn/GSM2244024/suppl/GSM2244024_1001000179.A6.csv.gz	Immune cell	glioblastoma	Regular	BT_S2	1001000179	Microglia(CD45)	Periphery	7	A6
GBM cell 581	GSM2244025	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000179	well: C2	tissue: Periphery	patient id: BT_S2	tsne cluster: 7	cell type: Immune cell	neoplastic: Regular	selection: Microglia(CD45)	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Periphery	1001000179.C2	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05422513	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1964221	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2244nnn/GSM2244025/suppl/GSM2244025_1001000179.C2.csv.gz	Immune cell	glioblastoma	Regular	BT_S2	1001000179	Microglia(CD45)	Periphery	7	C2
GBM cell 582	GSM2244026	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000179	well: A11	tissue: Periphery	patient id: BT_S2	tsne cluster: 7	cell type: Immune cell	neoplastic: Regular	selection: Microglia(CD45)	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Periphery	1001000179.A11	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05422514	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1964222	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2244nnn/GSM2244026/suppl/GSM2244026_1001000179.A11.csv.gz	Immune cell	glioblastoma	Regular	BT_S2	1001000179	Microglia(CD45)	Periphery	7	A11
GBM cell 583	GSM2244027	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000179	well: F12	tissue: Periphery	patient id: BT_S2	tsne cluster: 7	cell type: Immune cell	neoplastic: Regular	selection: Microglia(CD45)	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Periphery	1001000179.F12	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05422515	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1964223	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2244nnn/GSM2244027/suppl/GSM2244027_1001000179.F12.csv.gz	Immune cell	glioblastoma	Regular	BT_S2	1001000179	Microglia(CD45)	Periphery	7	F12
GBM cell 584	GSM2244028	Public on Nov 01 2017	Jul 20 2016	Nov 01 2017	SRA	1	Brain	Homo sapiens	diagnosis: glioblastoma	plate id: 1001000179	well: B6	tissue: Periphery	patient id: BT_S2	tsne cluster: 7	cell type: Immune cell	neoplastic: Regular	selection: Microglia(CD45)	polyA RNA	single-cell sorting in 96-well plates followed by cDNA preparation using Smart-seq2	Smart-Seq2 for preparation of cDNA followed by library preparation using Nextera XT. Nextera tagmentation according to the standard protocol for single cell RNA-seq following Smart-Seq2	9606	Single cell from Periphery	1001000179.B6	Short read trimming: Prinseq to remove short reads (-min_len 30) trim the first 10 bp on the 5’-end (-trim_left 10), trim reads with low quality on the 3’-end (-trim_qual_right 25) and filter low complexity reads (-lc_method entropy \-lc_threshold 65).  We used FASTQC to determine overrepresented sequences and removed those using cutadapt (-e 0.15 –m 30). We then used Prinseq to remove orphan pairs less than 30bp in length followed by removal of nextera adapters using Trim Galore  (--stringency 1).	Read alignment: reads were aligned to the hg19 genome with STAR using the following options (-outFilterType BySJout \--outFilterMultimapNmax 20 \--alignSJoverhangMin 8 \--alignSJDBoverhangMin 1 \--outFilterMismatchNmax 999 \--outFilterMismatchNoverLmax 0.04 \--alignIntronMin 20 \--alignIntronMax 1000000 \--alignMatesGapMax 1000000 \--outSAMstrandField intronMotif ).	Per-gene read assignement: aligned reads were converted to counts for every gene using HTSeq (-m intersection-nonempty \-s no).	Genome_build: hg19	Supplementary_files_format_and_content: tab-delimited text files with raw read values for each sample	GPL18573	Spyros,,Darmanis	spyros.darmanis@gmail.com	6506960861	Stephen Quake	Bioengineering	Stanford University	Clark Center, E300	Stanford	California	94305	USA	0	Illumina NextSeq 500	cDNA	transcriptomic	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05422516	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1964224	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2244nnn/GSM2244028/suppl/GSM2244028_1001000179.B6.csv.gz	Immune cell	glioblastoma	Regular	BT_S2	1001000179	Microglia(CD45)	Periphery	7	B6
